9.17976217697997e+01	5.860914e+03	1.682570e+03	3.289048e+03	1.601789e+01	2.834224e+01	2.846583e+02	2.518751e+00	0.000000e+00	0.000000e+00	-8.011417e+01	2.853325e+01	5.624872e+02
9.53786998212550e+01	5.854050e+03	1.708868e+03	3.287714e+03	1.627317e+01	2.832971e+01	2.848612e+02	2.616946e+00	0.000000e+00	0.000000e+00	-8.036946e+01	2.852064e+01	5.624751e+02
1.17982607099484e+02	5.808641e+03	1.874239e+03	3.278126e+03	1.788302e+01	2.823966e+01	2.861426e+02	3.236581e+00	0.000000e+00	0.000000e+00	-8.197930e+01	2.842999e+01	5.623885e+02
1.66688798002034e+02	5.698709e+03	2.226527e+03	3.250613e+03	2.134095e+01	2.798170e+01	2.889068e+02	4.570340e+00	0.000000e+00	0.000000e+00	-8.543724e+01	2.817029e+01	5.621426e+02
2.17776514253808e+02	5.565948e+03	2.589199e+03	3.211770e+03	2.494717e+01	2.761855e+01	2.918127e+02	5.966320e+00	0.000000e+00	0.000000e+00	-8.904346e+01	2.780469e+01	5.618017e+02
3.18527157291114e+02	5.253408e+03	3.279558e+03	3.105704e+03	3.197540e+01	2.663297e+01	2.975721e+02	8.704335e+00	0.000000e+00	0.000000e+00	-9.607169e+01	2.681247e+01	5.609066e+02
4.30008170927984e+02	4.833128e+03	3.996495e+03	2.944164e+03	3.958721e+01	2.514794e+01	3.040114e+02	1.169335e+01	0.000000e+00	0.000000e+00	-1.036835e+02	2.531743e+01	5.596388e+02
4.34298498079207e+02	4.815468e+03	4.022960e+03	2.937049e+03	3.987620e+01	2.508296e+01	3.042610e+02	1.180714e+01	0.000000e+00	0.000000e+00	-1.039725e+02	2.525201e+01	5.595855e+02
5.09952007637306e+02	4.486933e+03	4.474467e+03	2.801031e+03	4.492030e+01	2.384711e+01	3.086903e+02	1.379334e+01	0.000000e+00	0.000000e+00	-1.090166e+02	2.400783e+01	5.586049e+02
6.18608682359512e+02	3.961718e+03	5.068335e+03	2.572152e+03	5.198666e+01	2.179342e+01	3.151594e+02	1.655776e+01	0.000000e+00	0.000000e+00	-1.160829e+02	2.194031e+01	5.571115e+02
6.92172633125160e+02	3.573761e+03	5.430063e+03	2.396215e+03	5.664934e+01	2.023471e+01	3.196271e+02	1.834852e+01	0.000000e+00	0.000000e+00	-1.207456e+02	2.037109e+01	5.560863e+02
6.93974687959290e+02	3.563955e+03	5.438489e+03	2.391704e+03	5.676234e+01	2.019496e+01	3.197375e+02	1.839140e+01	0.000000e+00	0.000000e+00	-1.208586e+02	2.033107e+01	5.560613e+02
6.97142260202458e+02	3.546686e+03	5.453250e+03	2.383752e+03	5.696083e+01	2.012491e+01	3.199318e+02	1.846663e+01	0.000000e+00	0.000000e+00	-1.210571e+02	2.026054e+01	5.560175e+02
7.18717491505984e+02	3.427929e+03	5.552031e+03	2.328830e+03	5.830803e+01	1.964190e+01	3.212591e+02	1.897476e+01	0.000000e+00	0.000000e+00	-1.224043e+02	1.977428e+01	5.557200e+02
7.34387152135654e+02	3.340472e+03	5.621828e+03	2.288120e+03	5.928136e+01	1.928483e+01	3.222277e+02	1.933888e+01	0.000000e+00	0.000000e+00	-1.233776e+02	1.941480e+01	5.555055e+02
7.64253322324941e+02	3.171072e+03	5.750244e+03	2.208662e+03	6.112470e+01	1.859010e+01	3.240850e+02	2.002072e+01	0.000000e+00	0.000000e+00	-1.252210e+02	1.871539e+01	5.551013e+02
7.67126272638951e+02	3.154594e+03	5.762274e+03	2.200892e+03	6.130121e+01	1.852232e+01	3.242644e+02	2.008544e+01	0.000000e+00	0.000000e+00	-1.253975e+02	1.864715e+01	5.550627e+02
7.96211133642114e+02	2.986048e+03	5.880818e+03	2.121011e+03	6.308034e+01	1.782701e+01	3.260891e+02	2.073141e+01	0.000000e+00	0.000000e+00	-1.271766e+02	1.794716e+01	5.546769e+02
8.41936910900581e+02	2.714995e+03	6.055045e+03	1.991085e+03	6.584922e+01	1.670181e+01	3.289876e+02	2.171116e+01	0.000000e+00	0.000000e+00	-1.299455e+02	1.681438e+01	5.540879e+02
8.47996636065946e+02	2.678548e+03	6.077001e+03	1.973483e+03	6.621365e+01	1.654989e+01	3.293745e+02	2.183750e+01	0.000000e+00	0.000000e+00	-1.303099e+02	1.666143e+01	5.540116e+02
8.76735619482359e+02	2.504108e+03	6.177456e+03	1.888828e+03	6.793422e+01	1.582089e+01	3.312188e+02	2.242489e+01	0.000000e+00	0.000000e+00	-1.320305e+02	1.592752e+01	5.536567e+02
8.84554266347576e+02	2.456213e+03	6.203728e+03	1.865468e+03	6.840014e+01	1.562020e+01	3.317231e+02	2.258121e+01	0.000000e+00	0.000000e+00	-1.324964e+02	1.572547e+01	5.535621e+02
9.04107857853137e+02	2.335650e+03	6.267430e+03	1.806448e+03	6.956135e+01	1.511401e+01	3.329894e+02	2.296540e+01	0.000000e+00	0.000000e+00	-1.336576e+02	1.521587e+01	5.533294e+02
9.16696956638994e+02	2.257458e+03	6.306919e+03	1.768008e+03	7.030601e+01	1.478497e+01	3.338084e+02	2.320750e+01	0.000000e+00	0.000000e+00	-1.344023e+02	1.488462e+01	5.531826e+02
9.68185939629521e+02	1.933337e+03	6.455836e+03	1.607352e+03	7.332855e+01	1.341504e+01	3.371888e+02	2.415262e+01	0.000000e+00	0.000000e+00	-1.374248e+02	1.350545e+01	5.526094e+02
